329889,2023-08-19,-66.97557052616102,14.44895797496993
329889,2023-08-19,-67.55108943477693,13.174440762278566
329889,2023-08-19,-66.0399604555599,11.412125966086604
329889,2023-08-19,-66.55606800107348,10.888559786082231
329889,2023-08-19,-67.4146685598794,13.594066156668598
329889,2023-08-19,-67.09134365507732,11.31515361652067
329889,2023-08-19,-66.82506870097015,12.936977963187452
329889,2023-08-19,-66.6832710315231,12.00850495539368
329889,2023-08-19,-65.86942993879181,12.966355595220074
329889,2023-08-19,-65.68921083435708,11.37496609342001
169298,2023-06-30,-156.646990400675,65.57543187480668
169298,2023-06-30,-158.79850776939662,109.01894105003568
169298,2023-06-30,-188.29518747901145,113.31478913684693
169298,2023-06-30,-164.86542339172428,115.45466781385647
169298,2023-06-30,-148.76050613968968,106.94524590397472
169298,2023-06-30,-145.50078087668493,83.27622424991745
169298,2023-06-30,-206.2332814862254,74.23766378452619
169298,2023-06-30,-142.8842633472776,90.08380316905662
169298,2023-06-30,-151.405161791415,87.01498763623617
169298,2023-06-30,-154.94848661606028,92.6214329334278
123456,2023-07-13,-85.84282923090637,61.22171265782513
123456,2023-07-13,-90.25941304365112,82.58657905247274
123456,2023-07-13,-90.48176999640548,49.534274790564446
123456,2023-07-13,-82.45911632439687,103.10897567566376
123456,2023-07-13,-80.35709080786455,56.42549571547157
123456,2023-07-13,-110.64618662778815,81.24916737609273
123456,2023-07-13,-82.82372353981644,54.75809054673032
123456,2023-07-13,-83.45980761682726,104.47586880713074
123456,2023-07-13,-91.08347325062888,49.82146280749298
123456,2023-07-13,-76.71963833120722,80.04878375802274
235723,2023-12-18,-78.26953252301773,155.0974265102485
235723,2023-12-18,-93.54005099540528,142.79204244949662
235723,2023-12-18,-112.5353202611671,131.54488825749743
235723,2023-12-18,-79.74174333354541,153.80060295179106
235723,2023-12-18,-115.52217902994649,138.7553881964804
235723,2023-12-18,-76.61093915299566,150.00304258884827
235723,2023-12-18,-100.87220025703238,144.68082843422525
235723,2023-12-18,-119.26627921183048,141.39248406133154
235723,2023-12-18,-106.69980542297638,140.3112762555341
235723,2023-12-18,-129.66581369757293,133.3803921820859
337656,2024-08-16,-142.93962650182365,45.607769690995305
337656,2024-08-16,-238.79588960360883,46.85705833251645
337656,2024-08-16,-106.28660595800464,37.61029892121168
337656,2024-08-16,-116.95612216660568,42.47292900308609
337656,2024-08-16,-114.2824602449816,34.25947319155943
337656,2024-08-16,-106.57521742400856,41.491884585386885
337656,2024-08-16,-122.0781305306521,84.89965095747611
337656,2024-08-16,-108.17707393309456,41.349525498736064
337656,2024-08-16,-110.23095178232396,47.3338547091424
337656,2024-08-16,-105.72650441695916,37.505294039985074
329889,2023-08-19,-67.19509278627194,13.445039250220931
329889,2023-08-19,-67.1337654370037,11.071403867732082
