329889,2023-08-19,-78.12820891402981,16.327475547128635
329889,2023-08-19,-78.22182178736271,16.280315874670205
329889,2023-08-19,-76.66466390152551,15.790734462720234
329889,2023-08-19,-77.32362553218931,16.0240552903873
329889,2023-08-19,-76.59133409515562,15.76182523041365
329889,2023-08-19,-78.30894190741132,16.331414213795306
329889,2023-08-19,-77.59639657286384,16.04881930894606
329889,2023-08-19,-76.41467088904948,15.825078661775086
329889,2023-08-19,-77.42199572927514,16.03054883649352
329889,2023-08-19,-77.4248168935109,16.03211955110161
169298,2023-06-30,-275.2657766929917,83.76401017320096
169298,2023-06-30,-272.3345644297099,83.00369065139444
169298,2023-06-30,-270.79791559452894,83.79172790351544
169298,2023-06-30,-271.49217715545905,83.54145218907391
169298,2023-06-30,-271.64933272467744,83.31254545964988
169298,2023-06-30,-271.7111319297988,83.33922752036247
169298,2023-06-30,-273.0736206723439,82.6414259603801
169298,2023-06-30,-270.6708020605809,83.68828075378778
169298,2023-06-30,-270.76650750195125,83.62805785574058
169298,2023-06-30,-272.5948797447095,83.59318923684876
123456,2023-07-13,-178.22950804137392,80.15886885490184
123456,2023-07-13,-179.29336430481777,79.54604972156878
123456,2023-07-13,-178.8799744126076,80.1593559215688
123456,2023-07-13,-181.2299176647395,79.97925752156841
123456,2023-07-13,-177.6520817340199,80.83745892156877
123456,2023-07-13,-178.3305013423981,80.25691202156851
123456,2023-07-13,-178.40711511848525,80.4741170215685
123456,2023-07-13,-180.85667414358585,80.41916125490191
123456,2023-07-13,-179.27642649108313,80.32060688823509
123456,2023-07-13,-180.30743515445084,80.62354922156837
337656,2024-08-16,-238.23058749612375,49.0109298526712
337656,2024-08-16,-243.8914457802058,49.08440585334743
337656,2024-08-16,-244.08390103955648,49.22235778148414
337656,2024-08-16,-226.7007227688844,49.36729286147643
337656,2024-08-16,-224.601540281485,49.261357150268594
337656,2024-08-16,-228.45424793734264,49.069471493036666
337656,2024-08-16,-225.8742523613933,49.204034961717255
337656,2024-08-16,-244.3798146594012,49.22140653580728
337656,2024-08-16,-247.20818272560396,49.017845062749394
337656,2024-08-16,-228.449546465004,49.17880362838392
235723,2023-12-18,-124.2493720878378,136.51433357050442
235723,2023-12-18,-125.37183475874834,136.6836508936644
235723,2023-12-18,-123.46767949353094,136.49529099953142
235723,2023-12-18,-124.46576601283503,136.55003476944117
235723,2023-12-18,-124.70350464744637,136.60348556033108
235723,2023-12-18,-123.1665369843929,136.2225450988852
235723,2023-12-18,-124.83810268388028,136.26572847844162
235723,2023-12-18,-124.41450377605764,136.51033827322078
